"","ID","SID","Sample.Name","SRep","MRep","Section","Genus","Species","Sub_Spec","Latitude","Longitude","Group","Location","Date"
"390","Lis_Sou_Qrob_05","rb_L_B_5_01","Lis_Sou_Qrob_05_ATR_01","5","01","Quercus","Quercus","robur","robur",38.71922,-9.20069,"Lisbon","South",2018-04-11
"391","Lis_Sou_Qrob_05","rb_L_B_5_02","Lis_Sou_Qrob_05_ATR_02","5","02","Quercus","Quercus","robur","robur",38.71922,-9.20069,"Lisbon","South",2018-04-11
"392","Lis_Sou_Qrob_05","rb_L_B_5_03","Lis_Sou_Qrob_05_ATR_03","5","03","Quercus","Quercus","robur","robur",38.71922,-9.20069,"Lisbon","South",2018-04-11
"399","OdB_OdB_Qrob_01","rb_O_O_1_01","OdB_OdB_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",40.54826,-8.5252,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"400","OdB_OdB_Qrob_01","rb_O_O_1_02","OdB_OdB_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",40.54826,-8.5252,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"401","OdB_OdB_Qrob_01","rb_O_O_1_03","OdB_OdB_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",40.54826,-8.5252,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"402","OdB_OdB_Qrob_02","rb_O_O_2_01","OdB_OdB_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",40.54726,-8.52577,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"403","OdB_OdB_Qrob_02","rb_O_O_2_02","OdB_OdB_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",40.54726,-8.52577,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"404","OdB_OdB_Qrob_02","rb_O_O_2_03","OdB_OdB_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",40.54726,-8.52577,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"405","OdB_OdB_Qrob_03","rb_O_O_3_01","OdB_OdB_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",40.51151,-8.49611,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"406","OdB_OdB_Qrob_03","rb_O_O_3_02","OdB_OdB_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",40.51151,-8.49611,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"407","OdB_OdB_Qrob_03","rb_O_O_3_03","OdB_OdB_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",40.51151,-8.49611,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"408","OdB_OdB_Qrob_04","rb_O_O_4_01","OdB_OdB_Qrob_04_ATR_01","4","01","Quercus","Quercus","robur","robur",40.54818,-8.52511,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"409","OdB_OdB_Qrob_04","rb_O_O_4_02","OdB_OdB_Qrob_04_ATR_02","4","02","Quercus","Quercus","robur","robur",40.54818,-8.52511,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"410","OdB_OdB_Qrob_04","rb_O_O_4_03","OdB_OdB_Qrob_04_ATR_03","4","03","Quercus","Quercus","robur","robur",40.54818,-8.52511,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"411","OdB_OdB_Qrob_05","rb_O_O_5_01","OdB_OdB_Qrob_05_ATR_01","5","01","Quercus","Quercus","robur","robur",40.51099,-8.49527,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"412","OdB_OdB_Qrob_05","rb_O_O_5_02","OdB_OdB_Qrob_05_ATR_02","5","02","Quercus","Quercus","robur","robur",40.51099,-8.49527,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"413","OdB_OdB_Qrob_05","rb_O_O_5_03","OdB_OdB_Qrob_05_ATR_03","5","03","Quercus","Quercus","robur","robur",40.51099,-8.49527,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"416","OdB_OdB_Qrob_06","rb_O_O_6_02","OdB_OdB_Qrob_06_ATR_02","6","02","Quercus","Quercus","robur","robur",40.51151,-8.49612,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"417","OdB_OdB_Qrob_06","rb_O_O_6_03","OdB_OdB_Qrob_06_ATR_03","6","03","Quercus","Quercus","robur","robur",40.51151,-8.49612,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"415","OdB_OdB_Qrob_06","rb_O_O_6_04","OdB_OdB_Qrob_06_ATR_01","6","04","Quercus","Quercus","robur","robur",40.51151,-8.49612,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"418","OdB_OdB_Qrob_07","rb_O_O_7_01","OdB_OdB_Qrob_07_ATR_01","7","01","Quercus","Quercus","robur","robur",40.54662,-8.52565,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"419","OdB_OdB_Qrob_07","rb_O_O_7_02","OdB_OdB_Qrob_07_ATR_02","7","02","Quercus","Quercus","robur","robur",40.54662,-8.52565,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"420","OdB_OdB_Qrob_07","rb_O_O_7_03","OdB_OdB_Qrob_07_ATR_03","7","03","Quercus","Quercus","robur","robur",40.54662,-8.52565,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"421","OdB_OdB_Qrob_08","rb_O_O_8_01","OdB_OdB_Qrob_08_ATR_01","8","01","Quercus","Quercus","robur","robur",40.51081,-8.49508,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"422","OdB_OdB_Qrob_08","rb_O_O_8_02","OdB_OdB_Qrob_08_ATR_02","8","02","Quercus","Quercus","robur","robur",40.51081,-8.49508,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"423","OdB_OdB_Qrob_08","rb_O_O_8_03","OdB_OdB_Qrob_08_ATR_03","8","03","Quercus","Quercus","robur","robur",40.51081,-8.49508,"Oliveira do Bairro","Oliveira do Bairro",2018-04-16
"424","OdB_OdB_Qrob_09","rb_O_O_9_01","OdB_OdB_Qrob_09_ATR_01","9","01","Quercus","Quercus","robur","robur",40.5492,-8.52097,"Oliveira do Bairro","Oliveira do Bairro",2018-04-11
"425","OdB_OdB_Qrob_09","rb_O_O_9_02","OdB_OdB_Qrob_09_ATR_02","9","02","Quercus","Quercus","robur","robur",40.5492,-8.52097,"Oliveira do Bairro","Oliveira do Bairro",2018-04-11
"426","OdB_OdB_Qrob_09","rb_O_O_9_03","OdB_OdB_Qrob_09_ATR_03","9","03","Quercus","Quercus","robur","robur",40.5492,-8.52097,"Oliveira do Bairro","Oliveira do Bairro",2018-04-11
"474","Por_BGU_Qrob_01","rb_P_A_1_01","Por_BGU_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.15296,-8.64222,"Porto","Botanic Garden University",2018-04-03
"475","Por_BGU_Qrob_01","rb_P_A_1_02","Por_BGU_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.15296,-8.64222,"Porto","Botanic Garden University",2018-04-03
"476","Por_BGU_Qrob_01","rb_P_A_1_03","Por_BGU_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.15296,-8.64222,"Porto","Botanic Garden University",2018-04-03
"477","Por_BGU_Qrob_02","rb_P_A_2_01","Por_BGU_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.15187,-8.6379,"Porto","Botanic Garden University",2018-03-30
"478","Por_BGU_Qrob_02","rb_P_A_2_02","Por_BGU_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.15187,-8.6379,"Porto","Botanic Garden University",2018-03-30
"479","Por_BGU_Qrob_02","rb_P_A_2_03","Por_BGU_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.15187,-8.6379,"Porto","Botanic Garden University",2018-03-30
"480","Por_MdI_Qrob_01","rb_P_B_1_01","Por_MdI_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.47709,-8.69782,"Porto","Monte da Igreja",2018-04-20
"481","Por_MdI_Qrob_01","rb_P_B_1_02","Por_MdI_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.47709,-8.69782,"Porto","Monte da Igreja",2018-04-20
"482","Por_MdI_Qrob_01","rb_P_B_1_03","Por_MdI_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.47709,-8.69782,"Porto","Monte da Igreja",2018-04-20
"483","Por_MdI_Qrob_02","rb_P_B_2_01","Por_MdI_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.47631,-8.7015,"Porto","Monte da Igreja",2018-04-20
"484","Por_MdI_Qrob_02","rb_P_B_2_02","Por_MdI_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.47631,-8.7015,"Porto","Monte da Igreja",2018-04-20
"485","Por_MdI_Qrob_02","rb_P_B_2_03","Por_MdI_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.47631,-8.7015,"Porto","Monte da Igreja",2018-04-20
"486","Por_MdI_Qrob_03","rb_P_B_3_01","Por_MdI_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",41.47579,-8.69758,"Porto","Monte da Igreja",2018-04-20
"487","Por_MdI_Qrob_03","rb_P_B_3_02","Por_MdI_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",41.47579,-8.69758,"Porto","Monte da Igreja",2018-04-20
"488","Por_MdI_Qrob_03","rb_P_B_3_03","Por_MdI_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",41.47579,-8.69758,"Porto","Monte da Igreja",2018-04-20
"489","Por_MdI_Qrob_04","rb_P_B_4_01","Por_MdI_Qrob_04_ATR_01","4","01","Quercus","Quercus","robur","robur",41.47646,-8.69795,"Porto","Monte da Igreja",2018-04-20
"490","Por_MdI_Qrob_04","rb_P_B_4_02","Por_MdI_Qrob_04_ATR_02","4","02","Quercus","Quercus","robur","robur",41.47646,-8.69795,"Porto","Monte da Igreja",2018-04-20
"491","Por_MdI_Qrob_04","rb_P_B_4_03","Por_MdI_Qrob_04_ATR_03","4","03","Quercus","Quercus","robur","robur",41.47646,-8.69795,"Porto","Monte da Igreja",2018-04-20
"492","Por_MdI_Qrob_05","rb_P_B_5_01","Por_MdI_Qrob_05_ATR_01","5","01","Quercus","Quercus","robur","robur",41.47594,-8.70099,"Porto","Monte da Igreja",2018-04-20
"493","Por_MdI_Qrob_05","rb_P_B_5_02","Por_MdI_Qrob_05_ATR_02","5","02","Quercus","Quercus","robur","robur",41.47594,-8.70099,"Porto","Monte da Igreja",2018-04-20
"494","Por_MdI_Qrob_05","rb_P_B_5_03","Por_MdI_Qrob_05_ATR_03","5","03","Quercus","Quercus","robur","robur",41.47594,-8.70099,"Porto","Monte da Igreja",2018-04-20
"495","Por_PCi_Qrob_01","rb_P_C_1_01","Por_PCi_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.16992,-8.67395,"Porto","Parque Cidade",2018-03-28
"496","Por_PCi_Qrob_01","rb_P_C_1_02","Por_PCi_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.16992,-8.67395,"Porto","Parque Cidade",2018-03-28
"497","Por_PCi_Qrob_01","rb_P_C_1_03","Por_PCi_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.16992,-8.67395,"Porto","Parque Cidade",2018-03-28
"498","Por_PCi_Qrob_02","rb_P_C_2_01","Por_PCi_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.16983,-8.67693,"Porto","Parque Cidade",2018-03-28
"499","Por_PCi_Qrob_02","rb_P_C_2_02","Por_PCi_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.16983,-8.67693,"Porto","Parque Cidade",2018-03-28
"500","Por_PCi_Qrob_02","rb_P_C_2_03","Por_PCi_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.16983,-8.67693,"Porto","Parque Cidade",2018-03-28
"501","Por_PCi_Qrob_03","rb_P_C_3_01","Por_PCi_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",41.17046,-8.67627,"Porto","Parque Cidade",2018-03-28
"502","Por_PCi_Qrob_03","rb_P_C_3_02","Por_PCi_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",41.17046,-8.67627,"Porto","Parque Cidade",2018-03-28
"503","Por_PCi_Qrob_03","rb_P_C_3_03","Por_PCi_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",41.17046,-8.67627,"Porto","Parque Cidade",2018-03-28
"504","Por_PCi_Qrob_04","rb_P_C_4_01","Por_PCi_Qrob_04_ATR_01","4","01","Quercus","Quercus","robur","robur",41.17062,-8.6759,"Porto","Parque Cidade",2018-03-28
"505","Por_PCi_Qrob_04","rb_P_C_4_02","Por_PCi_Qrob_04_ATR_02","4","02","Quercus","Quercus","robur","robur",41.17062,-8.6759,"Porto","Parque Cidade",2018-03-28
"506","Por_PCi_Qrob_04","rb_P_C_4_03","Por_PCi_Qrob_04_ATR_03","4","03","Quercus","Quercus","robur","robur",41.17062,-8.6759,"Porto","Parque Cidade",2018-03-28
"508","Por_PCi_Qrob_05","rb_P_C_5_01","Por_PCi_Qrob_05_ATR_01","5","01","Quercus","Quercus","robur","robur",41.16913,-8.67766,"Porto","Parque Cidade",2018-03-28
"509","Por_PCi_Qrob_05","rb_P_C_5_02","Por_PCi_Qrob_05_ATR_02","5","02","Quercus","Quercus","robur","robur",41.16913,-8.67766,"Porto","Parque Cidade",2018-03-28
"510","Por_PCi_Qrob_05","rb_P_C_5_03","Por_PCi_Qrob_05_ATR_03","5","03","Quercus","Quercus","robur","robur",41.16913,-8.67766,"Porto","Parque Cidade",2018-03-28
"512","Por_PCi_Qrob_06","rb_P_C_6_01","Por_PCi_Qrob_06_ATR_01","6","01","Quercus","Quercus","robur","robur",41.16986,-8.67693,"Porto","Parque Cidade",2018-03-28
"513","Por_PCi_Qrob_06","rb_P_C_6_02","Por_PCi_Qrob_06_ATR_02","6","02","Quercus","Quercus","robur","robur",41.16986,-8.67693,"Porto","Parque Cidade",2018-03-28
"514","Por_PCi_Qrob_06","rb_P_C_6_03","Por_PCi_Qrob_06_ATR_03","6","03","Quercus","Quercus","robur","robur",41.16986,-8.67693,"Porto","Parque Cidade",2018-03-28
"515","Por_PCi_Qrob_07","rb_P_C_7_01","Por_PCi_Qrob_07_ATR_01","7","01","Quercus","Quercus","robur","robur",41.17052,-8.67612,"Porto","Parque Cidade",2018-03-28
"516","Por_PCi_Qrob_07","rb_P_C_7_02","Por_PCi_Qrob_07_ATR_02","7","02","Quercus","Quercus","robur","robur",41.17052,-8.67612,"Porto","Parque Cidade",2018-03-28
"517","Por_PCi_Qrob_07","rb_P_C_7_03","Por_PCi_Qrob_07_ATR_03","7","03","Quercus","Quercus","robur","robur",41.17052,-8.67612,"Porto","Parque Cidade",2018-03-28
"518","Por_POr_Qrob_01","rb_P_D_1_01","Por_POr_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.15521,-8.56511,"Porto","Parque Oriental",2018-04-16
"519","Por_POr_Qrob_01","rb_P_D_1_02","Por_POr_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.15521,-8.56511,"Porto","Parque Oriental",2018-04-16
"520","Por_POr_Qrob_01","rb_P_D_1_03","Por_POr_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.15521,-8.56511,"Porto","Parque Oriental",2018-04-16
"521","Por_POr_Qrob_02","rb_P_D_2_01","Por_POr_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.1553,-8.5649,"Porto","Parque Oriental",2018-04-16
"522","Por_POr_Qrob_02","rb_P_D_2_02","Por_POr_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.1553,-8.5649,"Porto","Parque Oriental",2018-04-16
"523","Por_POr_Qrob_02","rb_P_D_2_03","Por_POr_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.1553,-8.5649,"Porto","Parque Oriental",2018-04-16
"524","Por_POr_Qrob_03","rb_P_D_3_01","Por_POr_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",41.15458,-8.56904,"Porto","Parque Oriental",2018-04-02
"525","Por_POr_Qrob_03","rb_P_D_3_02","Por_POr_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",41.15458,-8.56904,"Porto","Parque Oriental",2018-04-02
"526","Por_POr_Qrob_03","rb_P_D_3_03","Por_POr_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",41.15458,-8.56904,"Porto","Parque Oriental",2018-04-02
"527","Por_POr_Qrob_04","rb_P_D_4_01","Por_POr_Qrob_04_ATR_01","4","01","Quercus","Quercus","robur","robur",41.15536,-8.56438,"Porto","Parque Oriental",2018-04-16
"528","Por_POr_Qrob_04","rb_P_D_4_02","Por_POr_Qrob_04_ATR_02","4","02","Quercus","Quercus","robur","robur",41.15536,-8.56438,"Porto","Parque Oriental",2018-04-16
"529","Por_POr_Qrob_04","rb_P_D_4_03","Por_POr_Qrob_04_ATR_03","4","03","Quercus","Quercus","robur","robur",41.15536,-8.56438,"Porto","Parque Oriental",2018-04-16
"530","Por_POr_Qrob_05","rb_P_D_5_02","Por_POr_Qrob_05_ATR_02","5","02","Quercus","Quercus","robur","robur",41.15483,-8.56894,"Porto","Parque Oriental",2018-04-02
"531","Por_POr_Qrob_05","rb_P_D_5_03","Por_POr_Qrob_05_ATR_03","5","03","Quercus","Quercus","robur","robur",41.15483,-8.56894,"Porto","Parque Oriental",2018-04-02
"532","Por_POr_Qrob_05","rb_P_D_5_04","Por_POr_Qrob_05_ATR_04","5","04","Quercus","Quercus","robur","robur",41.15483,-8.56894,"Porto","Parque Oriental",2018-04-02
"533","Por_PPa_Qrob_01","rb_P_E_1_01","Por_PPa_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.15173,-8.6588,"Porto","Parque Pasteleira",2018-03-28
"534","Por_PPa_Qrob_01","rb_P_E_1_02","Por_PPa_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.15173,-8.6588,"Porto","Parque Pasteleira",2018-03-28
"535","Por_PPa_Qrob_01","rb_P_E_1_03","Por_PPa_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.15173,-8.6588,"Porto","Parque Pasteleira",2018-03-28
"536","Por_PPa_Qrob_02","rb_P_E_2_01","Por_PPa_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.15119,-8.66014,"Porto","Parque Pasteleira",2018-03-28
"537","Por_PPa_Qrob_02","rb_P_E_2_02","Por_PPa_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.15119,-8.66014,"Porto","Parque Pasteleira",2018-03-28
"538","Por_PPa_Qrob_02","rb_P_E_2_03","Por_PPa_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.15119,-8.66014,"Porto","Parque Pasteleira",2018-03-28
"539","Por_RFe_Qrob_01","rb_P_F_1_01","Por_RFe_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.15791,-8.48653,"Porto","Rio Ferreira",2018-03-30
"540","Por_RFe_Qrob_01","rb_P_F_1_02","Por_RFe_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.15791,-8.48653,"Porto","Rio Ferreira",2018-03-30
"541","Por_RFe_Qrob_01","rb_P_F_1_03","Por_RFe_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.15791,-8.48653,"Porto","Rio Ferreira",2018-03-30
"542","Por_RFe_Qrob_02","rb_P_F_2_01","Por_RFe_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.16007,-8.48665,"Porto","Rio Ferreira",2018-04-20
"543","Por_RFe_Qrob_02","rb_P_F_2_02","Por_RFe_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.16007,-8.48665,"Porto","Rio Ferreira",2018-04-20
"544","Por_RFe_Qrob_02","rb_P_F_2_03","Por_RFe_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.16007,-8.48665,"Porto","Rio Ferreira",2018-04-20
"545","Por_RFe_Qrob_03","rb_P_F_3_01","Por_RFe_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",41.1583,-8.487,"Porto","Rio Ferreira",2018-03-30
"546","Por_RFe_Qrob_03","rb_P_F_3_02","Por_RFe_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",41.1583,-8.487,"Porto","Rio Ferreira",2018-03-30
"547","Por_RFe_Qrob_03","rb_P_F_3_03","Por_RFe_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",41.1583,-8.487,"Porto","Rio Ferreira",2018-03-30
"548","Por_RFe_Qrob_04","rb_P_F_4_01","Por_RFe_Qrob_04_ATR_01","4","01","Quercus","Quercus","robur","robur",41.16107,-8.48564,"Porto","Rio Ferreira",2018-04-20
"549","Por_RFe_Qrob_04","rb_P_F_4_02","Por_RFe_Qrob_04_ATR_02","4","02","Quercus","Quercus","robur","robur",41.16107,-8.48564,"Porto","Rio Ferreira",2018-04-20
"550","Por_RFe_Qrob_04","rb_P_F_4_03","Por_RFe_Qrob_04_ATR_03","4","03","Quercus","Quercus","robur","robur",41.16107,-8.48564,"Porto","Rio Ferreira",2018-04-20
"551","Por_RFe_Qrob_05","rb_P_F_5_01","Por_RFe_Qrob_05_ATR_01","5","01","Quercus","Quercus","robur","robur",41.16079,-8.485,"Porto","Rio Ferreira",2018-04-20
"552","Por_RFe_Qrob_05","rb_P_F_5_02","Por_RFe_Qrob_05_ATR_02","5","02","Quercus","Quercus","robur","robur",41.16079,-8.485,"Porto","Rio Ferreira",2018-04-20
"553","Por_RFe_Qrob_05","rb_P_F_5_03","Por_RFe_Qrob_05_ATR_03","5","03","Quercus","Quercus","robur","robur",41.16079,-8.485,"Porto","Rio Ferreira",2018-04-20
"554","Por_RFe_Qrob_06","rb_P_F_6_01","Por_RFe_Qrob_06_ATR_01","6","01","Quercus","Quercus","robur","robur",41.15743,-8.48604,"Porto","Rio Ferreira",2018-03-30
"555","Por_RFe_Qrob_06","rb_P_F_6_02","Por_RFe_Qrob_06_ATR_02","6","02","Quercus","Quercus","robur","robur",41.15743,-8.48604,"Porto","Rio Ferreira",2018-03-30
"556","Por_RFe_Qrob_06","rb_P_F_6_03","Por_RFe_Qrob_06_ATR_03","6","03","Quercus","Quercus","robur","robur",41.15743,-8.48604,"Porto","Rio Ferreira",2018-03-30
"439","PdR_ASJ_Qrob_01","rb_R_A_1_01","PdR_ASJ_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.10373,-7.82123,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"440","PdR_ASJ_Qrob_01","rb_R_A_1_02","PdR_ASJ_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.10373,-7.82123,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"441","PdR_ASJ_Qrob_01","rb_R_A_1_03","PdR_ASJ_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.10373,-7.82123,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"442","PdR_ASJ_Qrob_02","rb_R_A_2_01","PdR_ASJ_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.10377,-7.82138,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"443","PdR_ASJ_Qrob_02","rb_R_A_2_02","PdR_ASJ_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.10377,-7.82138,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"444","PdR_ASJ_Qrob_02","rb_R_A_2_03","PdR_ASJ_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.10377,-7.82138,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"446","PdR_ASJ_Qrob_03","rb_R_A_3_01","PdR_ASJ_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",41.10443,-7.82017,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"447","PdR_ASJ_Qrob_03","rb_R_A_3_02","PdR_ASJ_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",41.10443,-7.82017,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"448","PdR_ASJ_Qrob_03","rb_R_A_3_03","PdR_ASJ_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",41.10443,-7.82017,"Peso da Regua","Aldeia de Sao Joao",2018-04-25
"427","PdR_Arc_Qrob_01","rb_R_B_1_01","PdR_Arc_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.09387,-7.94281,"Peso da Regua","Arco",2018-04-25
"428","PdR_Arc_Qrob_01","rb_R_B_1_02","PdR_Arc_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.09387,-7.94281,"Peso da Regua","Arco",2018-04-25
"429","PdR_Arc_Qrob_01","rb_R_B_1_03","PdR_Arc_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.09387,-7.94281,"Peso da Regua","Arco",2018-04-25
"430","PdR_Arc_Qrob_02","rb_R_B_2_01","PdR_Arc_Qrob_02_ATR_01","2","01","Quercus","Quercus","robur","robur",41.0934,-7.94366,"Peso da Regua","Arco",2018-04-25
"431","PdR_Arc_Qrob_02","rb_R_B_2_02","PdR_Arc_Qrob_02_ATR_02","2","02","Quercus","Quercus","robur","robur",41.0934,-7.94366,"Peso da Regua","Arco",2018-04-25
"432","PdR_Arc_Qrob_02","rb_R_B_2_03","PdR_Arc_Qrob_02_ATR_03","2","03","Quercus","Quercus","robur","robur",41.0934,-7.94366,"Peso da Regua","Arco",2018-04-25
"433","PdR_Arc_Qrob_03","rb_R_B_3_01","PdR_Arc_Qrob_03_ATR_01","3","01","Quercus","Quercus","robur","robur",41.09312,-7.94375,"Peso da Regua","Arco",2018-04-25
"434","PdR_Arc_Qrob_03","rb_R_B_3_02","PdR_Arc_Qrob_03_ATR_02","3","02","Quercus","Quercus","robur","robur",41.09312,-7.94375,"Peso da Regua","Arco",2018-04-25
"435","PdR_Arc_Qrob_03","rb_R_B_3_03","PdR_Arc_Qrob_03_ATR_03","3","03","Quercus","Quercus","robur","robur",41.09312,-7.94375,"Peso da Regua","Arco",2018-04-25
"436","PdR_Arc_Qrob_04","rb_R_B_4_01","PdR_Arc_Qrob_04_ATR_01","4","01","Quercus","Quercus","robur","robur",41.0916,-7.94328,"Peso da Regua","Arco",2018-04-25
"437","PdR_Arc_Qrob_04","rb_R_B_4_02","PdR_Arc_Qrob_04_ATR_02","4","02","Quercus","Quercus","robur","robur",41.0916,-7.94328,"Peso da Regua","Arco",2018-04-25
"438","PdR_Arc_Qrob_04","rb_R_B_4_03","PdR_Arc_Qrob_04_ATR_03","4","03","Quercus","Quercus","robur","robur",41.0916,-7.94328,"Peso da Regua","Arco",2018-04-25
"449","PdR_Eir_Qrob_01","rb_R_C_1_01","PdR_Eir_Qrob_01_ATR_01","1","01","Quercus","Quercus","robur","robur",41.12209,-8.05038,"Peso da Regua","Eiriz",2018-04-25
"450","PdR_Eir_Qrob_01","rb_R_C_1_02","PdR_Eir_Qrob_01_ATR_02","1","02","Quercus","Quercus","robur","robur",41.12209,-8.05038,"Peso da Regua","Eiriz",2018-04-25
"451","PdR_Eir_Qrob_01","rb_R_C_1_03","PdR_Eir_Qrob_01_ATR_03","1","03","Quercus","Quercus","robur","robur",41.12209,-8.05038,"Peso da Regua","Eiriz",2018-04-25
